algo,reward,seed,flow,cycle_num,total_queue
ppo,average-speed,s42,medium,10,2.73
ppo,average-speed,s42,medium,11,2.62
ppo,average-speed,s42,medium,12,3.11
ppo,average-speed,s42,medium,13,3.04
ppo,average-speed,s42,medium,14,2.16
ppo,average-speed,s42,medium,15,3.69
ppo,average-speed,s42,medium,16,2.89
ppo,average-speed,s42,medium,17,3.49
ppo,average-speed,s42,medium,18,2.78
ppo,average-speed,s42,medium,19,2.09
ppo,average-speed,s42,medium,20,2.18
ppo,average-speed,s42,medium,21,2.2
ppo,average-speed,s42,medium,22,3.49
ppo,average-speed,s42,medium,23,2.82
ppo,average-speed,s42,medium,24,2.2
ppo,average-speed,s42,medium,25,3.31
ppo,average-speed,s42,medium,26,3.67
ppo,average-speed,s42,medium,27,2.62
ppo,average-speed,s42,medium,28,3.16
ppo,average-speed,s42,medium,29,3.13
ppo,average-speed,s42,medium,30,2.56
ppo,average-speed,s42,medium,31,3.49
ppo,average-speed,s42,medium,32,3.67
ppo,average-speed,s42,medium,33,3.11
ppo,average-speed,s42,medium,34,2.67
ppo,average-speed,s42,medium,35,3.47
ppo,average-speed,s42,medium,36,3.91
ppo,average-speed,s42,medium,37,3.44
ppo,average-speed,s42,medium,38,2.69
ppo,average-speed,s42,medium,39,2.78
ppo,average-speed,s42,medium,40,2.87
ppo,average-speed,s42,medium,41,3.56
ppo,average-speed,s42,medium,42,3.29
ppo,average-speed,s42,medium,43,2.91
ppo,average-speed,s42,medium,44,4.78
ppo,average-speed,s42,medium,45,3.1
ppo,average-speed,s123,medium,1,2.62
ppo,average-speed,s123,medium,2,5.11
ppo,average-speed,s123,medium,3,3.82
ppo,average-speed,s123,medium,4,3.56
ppo,average-speed,s123,medium,5,2.38
ppo,average-speed,s123,medium,6,2.91
ppo,average-speed,s123,medium,7,4.98
ppo,average-speed,s123,medium,8,4.53
ppo,average-speed,s123,medium,9,4.29
ppo,average-speed,s123,medium,10,3.0
ppo,average-speed,s123,medium,11,3.53
ppo,average-speed,s123,medium,12,5.18
ppo,average-speed,s123,medium,13,3.89
ppo,average-speed,s123,medium,14,5.04
ppo,average-speed,s123,medium,15,5.02
ppo,average-speed,s123,medium,16,3.73
ppo,average-speed,s123,medium,17,4.82
ppo,average-speed,s123,medium,18,4.2
ppo,average-speed,s123,medium,19,4.51
ppo,average-speed,s123,medium,20,5.0
ppo,average-speed,s123,medium,21,3.51
ppo,average-speed,s123,medium,22,5.64
ppo,average-speed,s123,medium,23,5.0
ppo,average-speed,s123,medium,24,4.38
ppo,average-speed,s123,medium,25,4.62
ppo,average-speed,s123,medium,26,3.91
ppo,average-speed,s123,medium,27,4.51
ppo,average-speed,s123,medium,28,3.76
ppo,average-speed,s123,medium,29,3.98
ppo,average-speed,s123,medium,30,5.8
ppo,average-speed,s123,medium,31,6.07
ppo,average-speed,s123,medium,32,4.87
ppo,average-speed,s123,medium,33,6.11
ppo,average-speed,s123,medium,34,3.0
ppo,average-speed,s123,medium,35,3.6
ppo,average-speed,s123,medium,36,2.89
ppo,average-speed,s123,medium,37,3.51
ppo,average-speed,s123,medium,38,6.0
ppo,average-speed,s123,medium,39,4.64
ppo,average-speed,s123,medium,40,5.27
ppo,average-speed,s123,medium,41,4.2
ppo,average-speed,s123,medium,42,3.4
ppo,average-speed,s123,medium,43,3.91
ppo,average-speed,s123,medium,44,4.53
ppo,average-speed,s123,medium,45,4.8
ppo,average-speed,s42,high,1,5.44
ppo,average-speed,s42,high,2,7.8
ppo,average-speed,s42,high,3,8.6
ppo,average-speed,s42,high,4,7.76
ppo,average-speed,s42,high,5,8.04
ppo,average-speed,s42,high,6,9.6
ppo,average-speed,s42,high,7,12.09
ppo,average-speed,s42,high,8,14.4
ppo,average-speed,s42,high,9,11.78
ppo,average-speed,s42,high,10,9.87
ppo,average-speed,s42,high,11,9.27
ppo,average-speed,s42,high,12,9.67
ppo,average-speed,s42,high,13,9.73
ppo,average-speed,s42,high,14,9.2
ppo,average-speed,s42,high,15,9.09
ppo,average-speed,s42,high,16,9.13
ppo,average-speed,s42,high,17,10.64
ppo,average-speed,s42,high,18,9.8
ppo,average-speed,s42,high,19,8.89
ppo,average-speed,s42,high,20,8.58
ppo,average-speed,s42,high,21,8.38
ppo,average-speed,s42,high,22,9.04
ppo,average-speed,s42,high,23,9.56
ppo,average-speed,s42,high,24,9.38
ppo,average-speed,s42,high,25,8.18
ppo,average-speed,s42,high,26,11.69
ppo,average-speed,s42,high,27,11.13
ppo,average-speed,s42,high,28,9.36
ppo,average-speed,s42,high,29,8.44
ppo,average-speed,s42,high,30,7.87
ppo,average-speed,s42,high,31,7.31
ppo,average-speed,s42,high,32,8.82
ppo,average-speed,s42,high,33,10.02
ppo,average-speed,s42,high,34,9.27
ppo,average-speed,s42,high,35,8.67
ppo,average-speed,s42,high,36,10.44
ppo,average-speed,s42,high,37,8.13
ppo,average-speed,s42,high,38,8.4
ppo,average-speed,s42,high,39,6.76
ppo,average-speed,s42,high,40,7.16
ppo,average-speed,s42,high,41,6.24
ppo,average-speed,s42,high,42,8.16
ppo,average-speed,s42,high,43,9.71
ppo,average-speed,s42,high,44,10.51
ppo,average-speed,s42,high,45,11.3
ppo,average-speed,s777,high,1,5.71
ppo,average-speed,s777,high,2,9.71
ppo,average-speed,s777,high,3,10.62
ppo,average-speed,s777,high,4,8.18
ppo,average-speed,s777,high,5,10.29
ppo,average-speed,s777,high,6,8.51
ppo,average-speed,s777,high,7,12.89
ppo,average-speed,s777,high,8,12.27
ppo,average-speed,s777,high,9,11.62
ppo,average-speed,s777,high,10,10.78
ppo,average-speed,s777,high,11,11.09
ppo,average-speed,s777,high,12,9.22
ppo,average-speed,s777,high,13,9.62
ppo,average-speed,s777,high,14,10.24
ppo,average-speed,s777,high,15,8.98
ppo,average-speed,s777,high,16,8.31
ppo,average-speed,s777,high,17,11.33
ppo,average-speed,s777,high,18,8.84
ppo,average-speed,s777,high,19,7.09
ppo,average-speed,s777,high,20,8.16
ppo,average-speed,s777,high,21,8.58
ppo,average-speed,s777,high,22,7.56
ppo,average-speed,s777,high,23,10.2
ppo,average-speed,s777,high,24,9.89
ppo,average-speed,s777,high,25,8.02
ppo,average-speed,s777,high,26,12.02
ppo,average-speed,s777,high,27,10.31
ppo,average-speed,s777,high,28,8.89
ppo,average-speed,s777,high,29,9.87
ppo,average-speed,s777,high,30,6.8
ppo,average-speed,s777,high,31,7.11
ppo,average-speed,s777,high,32,8.67
ppo,average-speed,s777,high,33,9.58
ppo,average-speed,s777,high,34,9.67
ppo,average-speed,s777,high,35,8.53
ppo,average-speed,s777,high,36,9.69
ppo,average-speed,s777,high,37,6.31
ppo,average-speed,s777,high,38,9.07
ppo,average-speed,s777,high,39,7.24
ppo,average-speed,s777,high,40,7.56
ppo,average-speed,s777,high,41,7.64
ppo,average-speed,s777,high,42,7.91
ppo,average-speed,s777,high,43,9.71
ppo,average-speed,s777,high,44,9.89
ppo,average-speed,s777,high,45,10.3
ppo,average-speed,s777,medium,1,2.8
ppo,average-speed,s777,medium,2,3.69
ppo,average-speed,s777,medium,3,3.93
ppo,average-speed,s777,medium,4,4.24
ppo,average-speed,s777,medium,5,2.6
ppo,average-speed,s777,medium,6,3.04
ppo,average-speed,s777,medium,7,3.33
ppo,average-speed,s777,medium,8,3.07
ppo,average-speed,s777,medium,9,2.91
ppo,average-speed,s777,medium,10,2.29
ppo,average-speed,s777,medium,11,3.18
ppo,average-speed,s777,medium,12,3.22
ppo,average-speed,s777,medium,13,2.62
ppo,average-speed,s777,medium,14,2.98
ppo,average-speed,s777,medium,15,2.93
ppo,average-speed,s777,medium,16,2.8
ppo,average-speed,s777,medium,17,2.96
ppo,average-speed,s777,medium,18,2.91
ppo,average-speed,s777,medium,19,2.69
ppo,average-speed,s777,medium,20,3.31
ppo,average-speed,s777,medium,21,3.09
ppo,average-speed,s777,medium,22,2.87
ppo,average-speed,s777,medium,23,3.29
ppo,average-speed,s777,medium,24,2.04
ppo,average-speed,s777,medium,25,3.44
ppo,average-speed,s777,medium,26,3.53
ppo,average-speed,s777,medium,27,3.04
ppo,average-speed,s777,medium,28,3.58
ppo,average-speed,s777,medium,29,3.02
ppo,average-speed,s777,medium,30,2.89
ppo,average-speed,s777,medium,31,3.33
ppo,average-speed,s777,medium,32,2.98
ppo,average-speed,s777,medium,33,3.29
ppo,average-speed,s777,medium,34,3.24
ppo,average-speed,s777,medium,35,3.09
ppo,average-speed,s777,medium,36,2.91
ppo,average-speed,s777,medium,37,2.8
ppo,average-speed,s777,medium,38,3.07
ppo,average-speed,s777,medium,39,2.18
ppo,average-speed,s777,medium,40,3.2
ppo,average-speed,s777,medium,41,2.6
ppo,average-speed,s777,medium,42,2.64
ppo,average-speed,s777,medium,43,2.38
ppo,average-speed,s777,medium,44,2.73
ppo,average-speed,s777,medium,45,3.2
ppo,average-speed,s777,low,1,1.89
ppo,average-speed,s777,low,2,2.64
ppo,average-speed,s777,low,3,1.44
ppo,average-speed,s777,low,4,1.22
ppo,average-speed,s777,low,5,1.42
ppo,average-speed,s777,low,6,1.29
ppo,average-speed,s777,low,7,2.02
ppo,average-speed,s777,low,8,1.58
ppo,average-speed,s777,low,9,2.0
ppo,average-speed,s777,low,10,1.64
ppo,average-speed,s777,low,11,1.62
ppo,average-speed,s777,low,12,1.27
ppo,average-speed,s777,low,13,1.29
ppo,average-speed,s777,low,14,1.82
ppo,average-speed,s777,low,15,1.78
ppo,average-speed,s777,low,16,1.29
ppo,average-speed,s777,low,17,2.24
ppo,average-speed,s777,low,18,1.89
ppo,average-speed,s777,low,19,1.8
ppo,average-speed,s777,low,20,1.4
ppo,average-speed,s777,low,21,1.42
ppo,average-speed,s777,low,22,1.6
ppo,average-speed,s777,low,23,1.82
ppo,average-speed,s777,low,24,1.42
ppo,average-speed,s777,low,25,1.62
ppo,average-speed,s777,low,26,1.53
ppo,average-speed,s777,low,27,1.44
ppo,average-speed,s777,low,28,2.07
ppo,average-speed,s777,low,29,1.64
ppo,average-speed,s777,low,30,2.31
ppo,average-speed,s777,low,31,1.4
ppo,average-speed,s777,low,32,2.16
ppo,average-speed,s777,low,33,0.67
ppo,average-speed,s777,low,34,1.87
ppo,average-speed,s777,low,35,1.76
ppo,average-speed,s777,low,36,1.98
ppo,average-speed,s777,low,37,1.33
ppo,average-speed,s777,low,38,1.33
ppo,average-speed,s777,low,39,1.24
ppo,average-speed,s777,low,40,1.69
ppo,average-speed,s777,low,41,1.42
ppo,average-speed,s777,low,42,1.38
ppo,average-speed,s777,low,43,1.33
ppo,average-speed,s777,low,44,1.07
ppo,average-speed,s777,low,45,1.6
ppo,diff-waiting-time,s123,low,1,1.71
ppo,diff-waiting-time,s123,low,2,1.04
ppo,diff-waiting-time,s123,low,3,1.22
ppo,diff-waiting-time,s123,low,4,1.89
ppo,diff-waiting-time,s123,low,5,1.56
ppo,diff-waiting-time,s123,low,6,1.42
ppo,diff-waiting-time,s123,low,7,1.87
ppo,diff-waiting-time,s123,low,8,2.0
ppo,diff-waiting-time,s123,low,9,1.42
ppo,diff-waiting-time,s123,low,10,2.67
ppo,diff-waiting-time,s123,low,11,2.04
ppo,diff-waiting-time,s123,low,12,1.51
ppo,diff-waiting-time,s123,low,13,1.69
ppo,diff-waiting-time,s123,low,14,1.69
ppo,diff-waiting-time,s123,low,15,2.02
ppo,diff-waiting-time,s123,low,16,2.02
ppo,diff-waiting-time,s123,low,17,1.93
ppo,diff-waiting-time,s123,low,18,2.07
ppo,diff-waiting-time,s123,low,19,1.96
ppo,diff-waiting-time,s123,low,20,2.4
ppo,diff-waiting-time,s123,low,21,2.38
ppo,diff-waiting-time,s123,low,22,1.36
ppo,diff-waiting-time,s123,low,23,1.93
ppo,diff-waiting-time,s123,low,24,1.27
ppo,diff-waiting-time,s123,low,25,1.91
ppo,diff-waiting-time,s123,low,26,0.76
ppo,diff-waiting-time,s123,low,27,0.82
ppo,diff-waiting-time,s123,low,28,2.64
ppo,diff-waiting-time,s123,low,29,2.22
ppo,diff-waiting-time,s123,low,30,1.87
ppo,diff-waiting-time,s123,low,31,0.8
ppo,diff-waiting-time,s123,low,32,1.91
ppo,diff-waiting-time,s123,low,33,1.67
ppo,diff-waiting-time,s123,low,34,1.98
ppo,diff-waiting-time,s123,low,35,2.29
ppo,diff-waiting-time,s123,low,36,2.29
ppo,diff-waiting-time,s123,low,37,2.2
ppo,diff-waiting-time,s123,low,38,1.53
ppo,diff-waiting-time,s123,low,39,1.69
ppo,diff-waiting-time,s123,low,40,1.29
ppo,diff-waiting-time,s123,low,41,1.16
ppo,diff-waiting-time,s123,low,42,1.56
ppo,diff-waiting-time,s123,low,43,1.89
ppo,diff-waiting-time,s123,low,44,1.93
ppo,diff-waiting-time,s123,low,45,2.1
ppo,diff-waiting-time,s123,medium,1,2.91
ppo,diff-waiting-time,s123,medium,2,3.4
ppo,diff-waiting-time,s123,medium,3,4.07
ppo,diff-waiting-time,s123,medium,4,3.27
ppo,diff-waiting-time,s123,medium,5,3.04
ppo,diff-waiting-time,s123,medium,6,3.84
ppo,diff-waiting-time,s123,medium,7,3.2
ppo,diff-waiting-time,s123,medium,8,3.11
ppo,diff-waiting-time,s123,medium,9,3.02
ppo,diff-waiting-time,s123,medium,10,3.33
ppo,diff-waiting-time,s123,medium,11,2.82
ppo,diff-waiting-time,s123,medium,12,3.22
ppo,diff-waiting-time,s123,medium,13,2.87
ppo,diff-waiting-time,s123,medium,14,3.62
ppo,diff-waiting-time,s123,medium,15,3.33
ppo,diff-waiting-time,s123,medium,16,2.62
ppo,diff-waiting-time,s123,medium,17,3.4
ppo,diff-waiting-time,s123,medium,18,3.31
ppo,diff-waiting-time,s123,medium,19,2.56
ppo,diff-waiting-time,s123,medium,20,3.09
ppo,diff-waiting-time,s123,medium,21,3.0
ppo,diff-waiting-time,s123,medium,22,4.02
ppo,diff-waiting-time,s123,medium,23,3.69
ppo,diff-waiting-time,s123,medium,24,3.42
ppo,diff-waiting-time,s123,medium,25,3.96
ppo,diff-waiting-time,s123,medium,26,4.13
ppo,diff-waiting-time,s123,medium,27,3.71
ppo,diff-waiting-time,s123,medium,28,4.2
ppo,diff-waiting-time,s123,medium,29,4.33
ppo,diff-waiting-time,s123,medium,30,2.56
ppo,diff-waiting-time,s123,medium,31,3.38
ppo,diff-waiting-time,s123,medium,32,4.18
ppo,diff-waiting-time,s123,medium,33,3.38
ppo,diff-waiting-time,s123,medium,34,2.98
ppo,diff-waiting-time,s123,medium,35,3.82
ppo,diff-waiting-time,s123,medium,36,4.27
ppo,diff-waiting-time,s123,medium,37,2.18
ppo,diff-waiting-time,s123,medium,38,3.33
ppo,diff-waiting-time,s123,medium,39,3.27
ppo,diff-waiting-time,s123,medium,40,3.27
ppo,diff-waiting-time,s123,medium,41,2.73
ppo,diff-waiting-time,s123,medium,42,2.69
ppo,diff-waiting-time,s123,medium,43,3.98
ppo,diff-waiting-time,s123,medium,44,5.36
ppo,diff-waiting-time,s123,medium,45,3.4
ppo,diff-waiting-time,s42,medium,1,2.89
ppo,diff-waiting-time,s42,medium,2,3.96
ppo,diff-waiting-time,s42,medium,3,2.62
ppo,diff-waiting-time,s42,medium,4,4.67
ppo,diff-waiting-time,s42,medium,5,3.2
ppo,diff-waiting-time,s42,medium,6,3.82
ppo,diff-waiting-time,s42,medium,7,3.0
ppo,diff-waiting-time,s42,medium,8,4.42
ppo,diff-waiting-time,s42,medium,9,2.69
ppo,diff-waiting-time,s42,medium,10,3.58
ppo,diff-waiting-time,s42,medium,11,3.69
ppo,diff-waiting-time,s42,medium,12,3.69
ppo,diff-waiting-time,s42,medium,13,2.71
ppo,diff-waiting-time,s42,medium,14,4.58
ppo,diff-waiting-time,s42,medium,15,3.56
ppo,diff-waiting-time,s42,medium,16,3.73
ppo,diff-waiting-time,s42,medium,17,2.84
ppo,diff-waiting-time,s42,medium,18,4.13
ppo,diff-waiting-time,s42,medium,19,3.78
ppo,diff-waiting-time,s42,medium,20,4.09
ppo,diff-waiting-time,s42,medium,21,2.33
ppo,diff-waiting-time,s42,medium,22,3.62
ppo,diff-waiting-time,s42,medium,23,3.24
ppo,diff-waiting-time,s42,medium,24,3.11
ppo,diff-waiting-time,s42,medium,25,3.49
ppo,diff-waiting-time,s42,medium,26,4.6
ppo,diff-waiting-time,s42,medium,27,4.02
ppo,diff-waiting-time,s42,medium,28,3.18
ppo,diff-waiting-time,s42,medium,29,2.71
ppo,diff-waiting-time,s42,medium,30,3.16
ppo,diff-waiting-time,s42,medium,31,3.51
ppo,diff-waiting-time,s42,medium,32,3.91
ppo,diff-waiting-time,s42,medium,33,4.13
ppo,diff-waiting-time,s42,medium,34,2.4
ppo,diff-waiting-time,s42,medium,35,3.53
ppo,diff-waiting-time,s42,medium,36,2.47
ppo,diff-waiting-time,s42,medium,37,2.71
ppo,diff-waiting-time,s42,medium,38,3.73
ppo,diff-waiting-time,s42,medium,39,2.8
ppo,diff-waiting-time,s42,medium,40,3.78
ppo,diff-waiting-time,s42,medium,41,2.89
ppo,diff-waiting-time,s42,medium,42,3.42
ppo,diff-waiting-time,s42,medium,43,3.31
ppo,diff-waiting-time,s42,medium,44,4.73
ppo,diff-waiting-time,s42,medium,45,5.0
ppo,diff-waiting-time,s42,high,1,5.29
ppo,diff-waiting-time,s42,high,2,7.56
ppo,diff-waiting-time,s42,high,3,9.91
ppo,diff-waiting-time,s42,high,4,8.36
ppo,diff-waiting-time,s42,high,5,11.47
ppo,diff-waiting-time,s42,high,6,12.09
ppo,diff-waiting-time,s42,high,7,14.24
ppo,diff-waiting-time,s42,high,8,18.78
ppo,diff-waiting-time,s42,high,9,20.04
ppo,diff-waiting-time,s42,high,10,23.6
ppo,diff-waiting-time,s42,high,11,18.33
ppo,diff-waiting-time,s42,high,12,20.24
ppo,diff-waiting-time,s42,high,13,20.67
ppo,diff-waiting-time,s42,high,14,21.56
ppo,diff-waiting-time,s42,high,15,18.2
ppo,diff-waiting-time,s42,high,16,19.49
ppo,diff-waiting-time,s42,high,17,18.04
ppo,diff-waiting-time,s42,high,18,15.24
ppo,diff-waiting-time,s42,high,19,15.44
ppo,diff-waiting-time,s42,high,20,16.91
ppo,diff-waiting-time,s42,high,21,16.11
ppo,diff-waiting-time,s42,high,22,14.87
ppo,diff-waiting-time,s42,high,23,14.56
ppo,diff-waiting-time,s42,high,24,16.51
ppo,diff-waiting-time,s42,high,25,11.58
ppo,diff-waiting-time,s42,high,26,14.2
ppo,diff-waiting-time,s42,high,27,18.82
ppo,diff-waiting-time,s42,high,28,13.58
ppo,diff-waiting-time,s42,high,29,10.8
ppo,diff-waiting-time,s42,high,30,10.71
ppo,diff-waiting-time,s42,high,31,9.16
ppo,diff-waiting-time,s42,high,32,7.78
ppo,diff-waiting-time,s42,high,33,10.27
ppo,diff-waiting-time,s42,high,34,11.91
ppo,diff-waiting-time,s42,high,35,10.98
ppo,diff-waiting-time,s42,high,36,11.69
ppo,diff-waiting-time,s42,high,37,12.07
ppo,diff-waiting-time,s42,high,38,9.71
ppo,diff-waiting-time,s42,high,39,7.64
ppo,diff-waiting-time,s42,high,40,8.84
ppo,diff-waiting-time,s42,high,41,9.11
ppo,diff-waiting-time,s42,high,42,9.64
ppo,diff-waiting-time,s42,high,43,11.11
ppo,diff-waiting-time,s42,high,44,14.49
ppo,diff-waiting-time,s42,high,45,17.5
ppo,diff-waiting-time,s42,low,1,1.96
ppo,diff-waiting-time,s42,low,2,2.04
ppo,diff-waiting-time,s42,low,3,1.42
ppo,diff-waiting-time,s42,low,4,1.29
ppo,diff-waiting-time,s42,low,5,1.51
ppo,diff-waiting-time,s42,low,6,1.64
ppo,diff-waiting-time,s42,low,7,1.96
ppo,diff-waiting-time,s42,low,8,2.36
ppo,diff-waiting-time,s42,low,9,1.78
ppo,diff-waiting-time,s42,low,10,1.82
ppo,diff-waiting-time,s42,low,11,1.62
ppo,diff-waiting-time,s42,low,12,2.29
ppo,diff-waiting-time,s42,low,13,1.89
ppo,diff-waiting-time,s42,low,14,2.42
ppo,diff-waiting-time,s42,low,15,2.18
ppo,diff-waiting-time,s42,low,16,2.67
ppo,diff-waiting-time,s42,low,17,1.6
ppo,diff-waiting-time,s42,low,18,2.89
ppo,diff-waiting-time,s42,low,19,1.87
ppo,diff-waiting-time,s42,low,20,2.22
ppo,diff-waiting-time,s42,low,21,2.0
ppo,diff-waiting-time,s42,low,22,1.96
ppo,diff-waiting-time,s42,low,23,1.64
ppo,diff-waiting-time,s42,low,24,1.2
ppo,diff-waiting-time,s42,low,25,1.56
ppo,diff-waiting-time,s42,low,26,1.82
ppo,diff-waiting-time,s42,low,27,1.33
ppo,diff-waiting-time,s42,low,28,2.44
ppo,diff-waiting-time,s42,low,29,1.82
ppo,diff-waiting-time,s42,low,30,1.69
ppo,diff-waiting-time,s42,low,31,1.67
ppo,diff-waiting-time,s42,low,32,1.98
ppo,diff-waiting-time,s42,low,33,2.04
ppo,diff-waiting-time,s42,low,34,2.22
ppo,diff-waiting-time,s42,low,35,2.31
ppo,diff-waiting-time,s42,low,36,2.13
ppo,diff-waiting-time,s42,low,37,1.82
ppo,diff-waiting-time,s42,low,38,1.29
ppo,diff-waiting-time,s42,low,39,1.38
ppo,diff-waiting-time,s42,low,40,2.18
ppo,diff-waiting-time,s42,low,41,2.04
ppo,diff-waiting-time,s42,low,42,2.36
ppo,diff-waiting-time,s42,low,43,2.53
ppo,diff-waiting-time,s42,low,44,1.6
ppo,diff-waiting-time,s42,low,45,2.7
ppo,diff-waiting-time,s777,low,1,1.89
ppo,diff-waiting-time,s777,low,2,1.84
ppo,diff-waiting-time,s777,low,3,1.13
ppo,diff-waiting-time,s777,low,4,2.16
ppo,diff-waiting-time,s777,low,5,1.69
ppo,diff-waiting-time,s777,low,6,1.47
ppo,diff-waiting-time,s777,low,7,1.71
ppo,diff-waiting-time,s777,low,8,1.93
ppo,diff-waiting-time,s777,low,9,1.93
ppo,diff-waiting-time,s777,low,10,2.11
ppo,diff-waiting-time,s777,low,11,1.76
ppo,diff-waiting-time,s777,low,12,1.58
ppo,diff-waiting-time,s777,low,13,2.0
ppo,diff-waiting-time,s777,low,14,1.96
ppo,diff-waiting-time,s777,low,15,1.69
ppo,diff-waiting-time,s777,low,16,1.02
ppo,diff-waiting-time,s777,low,17,2.31
ppo,diff-waiting-time,s777,low,18,2.44
ppo,diff-waiting-time,s777,low,19,1.87
ppo,diff-waiting-time,s777,low,20,2.31
ppo,diff-waiting-time,s777,low,21,2.09
ppo,diff-waiting-time,s777,low,22,1.87
ppo,diff-waiting-time,s777,low,23,1.64
ppo,diff-waiting-time,s777,low,24,1.24
ppo,diff-waiting-time,s777,low,25,1.71
ppo,diff-waiting-time,s777,low,26,1.93
ppo,diff-waiting-time,s777,low,27,1.09
ppo,diff-waiting-time,s777,low,28,2.73
ppo,diff-waiting-time,s777,low,29,2.42
ppo,diff-waiting-time,s777,low,30,2.29
ppo,diff-waiting-time,s777,low,31,1.62
ppo,diff-waiting-time,s777,low,32,1.4
ppo,diff-waiting-time,s777,low,33,1.07
ppo,diff-waiting-time,s777,low,34,2.13
ppo,diff-waiting-time,s777,low,35,2.38
ppo,diff-waiting-time,s777,low,36,1.44
ppo,diff-waiting-time,s777,low,37,1.58
ppo,diff-waiting-time,s777,low,38,1.93
ppo,diff-waiting-time,s777,low,39,1.76
ppo,diff-waiting-time,s777,low,40,1.53
ppo,diff-waiting-time,s777,low,41,1.96
ppo,diff-waiting-time,s777,low,42,1.33
ppo,diff-waiting-time,s777,low,43,1.53
ppo,diff-waiting-time,s777,low,44,1.84
ppo,diff-waiting-time,s777,low,45,2.7
ppo,diff-waiting-time,s777,medium,1,3.18
ppo,diff-waiting-time,s777,medium,2,3.36
ppo,diff-waiting-time,s777,medium,3,2.78
ppo,diff-waiting-time,s777,medium,4,3.0
ppo,diff-waiting-time,s777,medium,5,2.96
ppo,diff-waiting-time,s777,medium,6,3.18
ppo,diff-waiting-time,s777,medium,7,3.96
ppo,diff-waiting-time,s777,medium,8,4.04
ppo,diff-waiting-time,s777,medium,9,3.11
ppo,diff-waiting-time,s777,medium,10,3.29
ppo,diff-waiting-time,s777,medium,11,3.33
ppo,diff-waiting-time,s777,medium,12,2.71
ppo,diff-waiting-time,s777,medium,13,3.0
ppo,diff-waiting-time,s777,medium,14,2.56
ppo,diff-waiting-time,s777,medium,15,2.27
ppo,diff-waiting-time,s777,medium,16,2.89
ppo,diff-waiting-time,s777,medium,17,2.33
ppo,diff-waiting-time,s777,medium,18,2.82
ppo,diff-waiting-time,s777,medium,19,2.38
ppo,diff-waiting-time,s777,medium,20,3.0
ppo,diff-waiting-time,s777,medium,21,2.58
ppo,diff-waiting-time,s777,medium,22,4.89
ppo,diff-waiting-time,s777,medium,23,2.91
ppo,diff-waiting-time,s777,medium,24,3.49
ppo,diff-waiting-time,s777,medium,25,3.0
ppo,diff-waiting-time,s777,medium,26,3.04
ppo,diff-waiting-time,s777,medium,27,2.73
ppo,diff-waiting-time,s777,medium,28,3.62
ppo,diff-waiting-time,s777,medium,29,2.69
ppo,diff-waiting-time,s777,medium,30,3.13
ppo,diff-waiting-time,s777,medium,31,3.84
ppo,diff-waiting-time,s777,medium,32,2.91
ppo,diff-waiting-time,s777,medium,33,4.04
ppo,diff-waiting-time,s777,medium,34,3.11
ppo,diff-waiting-time,s777,medium,35,3.11
ppo,diff-waiting-time,s777,medium,36,2.27
ppo,diff-waiting-time,s777,medium,37,2.71
ppo,diff-waiting-time,s777,medium,38,3.6
ppo,diff-waiting-time,s777,medium,39,1.96
ppo,diff-waiting-time,s777,medium,40,2.98
ppo,diff-waiting-time,s777,medium,41,2.93
ppo,diff-waiting-time,s777,medium,42,2.58
ppo,diff-waiting-time,s777,medium,43,2.07
ppo,diff-waiting-time,s777,medium,44,3.36
ppo,diff-waiting-time,s777,medium,45,2.7
ppo,diff-waiting-time,s123,high,1,5.4
ppo,diff-waiting-time,s123,high,2,11.18
ppo,diff-waiting-time,s123,high,3,13.73
ppo,diff-waiting-time,s123,high,4,9.16
ppo,diff-waiting-time,s123,high,5,14.47
ppo,diff-waiting-time,s123,high,6,17.13
ppo,diff-waiting-time,s123,high,7,18.42
ppo,diff-waiting-time,s123,high,8,23.62
ppo,diff-waiting-time,s123,high,9,25.13
ppo,diff-waiting-time,s123,high,10,27.4
ppo,diff-waiting-time,s123,high,11,27.31
ppo,diff-waiting-time,s123,high,12,30.16
ppo,diff-waiting-time,s123,high,13,32.38
ppo,diff-waiting-time,s123,high,14,30.91
ppo,diff-waiting-time,s123,high,15,34.8
ppo,diff-waiting-time,s123,high,16,38.71
ppo,diff-waiting-time,s123,high,17,37.22
ppo,diff-waiting-time,s123,high,18,36.96
ppo,diff-waiting-time,s123,high,19,34.07
ppo,diff-waiting-time,s123,high,20,38.16
ppo,diff-waiting-time,s123,high,21,48.36
ppo,diff-waiting-time,s123,high,22,50.76
ppo,diff-waiting-time,s123,high,23,49.33
ppo,diff-waiting-time,s123,high,24,70.76
ppo,diff-waiting-time,s123,high,25,55.11
ppo,diff-waiting-time,s123,high,26,53.24
ppo,diff-waiting-time,s123,high,27,59.82
ppo,diff-waiting-time,s123,high,28,62.93
ppo,diff-waiting-time,s123,high,29,79.09
ppo,diff-waiting-time,s123,high,30,68.56
ppo,diff-waiting-time,s123,high,31,64.6
ppo,diff-waiting-time,s123,high,32,64.73
ppo,diff-waiting-time,s123,high,33,56.58
ppo,diff-waiting-time,s123,high,34,62.71
ppo,diff-waiting-time,s123,high,35,85.22
ppo,diff-waiting-time,s123,high,36,93.18
ppo,diff-waiting-time,s123,high,37,100.47
ppo,diff-waiting-time,s123,high,38,143.36
ppo,diff-waiting-time,s123,high,39,194.64
